ProductPermissionGroup,CatalogPermissionGroup,Region,SoldToID,SoldToName,CurrencyCode,PriceGroup,AccessKey,Address1,Address2,Address3,City,State,PostalCode,Country,Warehouse,Language
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000455,BUCKS & JAKES OUTFITTERS,USD,D,1000455elast,3655 W SR 62,,,BOONEVILLE,IN,47601,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000463,GREAT OUTDOOR SHOP,USD,PH,1000463elast,PO BOX 787,,,PINEDALE,WY,82941,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000522,STYLE IN,USD,D,1000522elast,417 FORT LAUDERDALE BEACH BLVD.,,,FORT LAUDERDALE,FL,33316,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000523,THE SHOP AT PAYNE'S,USD,D,1000523elast,PO BOX 1347,,,BLACK ISLAND,RI,02807,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000525,LAZARUS OF MOULTRIE,USD,D,1000525elast,103 FIRST STREET S.E.,,,MOULTRIE,GA,31768,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000543,HAPPY HOLLOW,USD,D,1000543elast,PO BOX 855,,,LEAKEY,TX,78873,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000558,THE BOAT SHOP,USD,D,1000558elast,756 EAST BAY AVE.,,,MANAHAWKIN,NJ,08050,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000564,TIGHT LINES FLY FISHING,USD,PH,1000564elast,372 US 46,,,PARSIPPANY,NJ,07054,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000568,SHOW CONSULTANTS,USD,D,1000568elast,9718 N. OREGON AVE.,,,TAMPA,FL,33612,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000569,MOLLY'S PLACE,USD,D,1000569elast,12503 AUGUSTINE HERMAN HWY,,,KENNEDYVILLE,MD,21645,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000577,HONEY CREEK TACKLE,USD,LP,1000577elast,2380 N. STATE ROAD 135,,,BARGERSVILLE,IN,46106,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000578,DUPAGE FLY FISHING,USD,PH,1000578elast,1512 N. NAPER BLVD.,STE. 136,,NAPERVILLE,IL,60563,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000590,TROUT BUM 2,USD,PH,1000590elast,4343 N HWY 224,SUITE #101,,PARK CITY,UT,84098,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000598,WE TIE IT FLY SHOP,USD,LP,1000598elast,PO BOX 516,,,BOLDER JUNCTION,WI,54512,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000609,WINTER TIMBER OUTDOORS,USD,D,1000609elast,1124 US HIGHWAY 72 E,,,ATHENS,AL,35611,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000610,PROFESSIONAL SPORT SHOP,USD,PH,1000610elast,920 JULIA ST.,,,NEW ORLEANS,LA,701131114,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000458,UGLY BUG FLY SHOP,USD,D,1000458elast,240 SOUTH CENTER STREET,,,CASPER,WY,82601,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000459,FLY SHOP OF THE BIGHORNS,USD,PH,1000459elast,201 N. MAIN STREET,,,SHERIDAN,WY,82801,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000461,TURNEFFE FLATS,USD,D,1000461elast,PO BOX 10670,,,BOZEMAN,MT,59719,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000468,THE HOOK UP TACKLE,USD,D,1000468elast,8990 W WINDSOR DRIVE,,,PEORIA,AZ,85381,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000469,INDUSTRY RX,USD,LP,1000469elast,1674 TIONIA RD.,,,NEW SMYRNA BEACH,FL,32168,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000486,MARINE WORLD,USD,PH,1000486elast,53 MENDEZ VIGO EAST,,,MAYAGUEZ,PR,00680,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000492,PURE PALMETTO,USD,D,1000492elast,PO BOX 382,,,MULLINS,SC,29574,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000524,"CARDINAL OUTDOORS GROUP, INC.-SAMPLE",USD,E,1000524elast,70 W BAY DRIVE,,,COCOA BEACH,FL,32931,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000528,SHERPERS INC,USD,D,1000528elast,5750 S. 108TH ST.,,,HALES CORNER,WI,53130,USA,DEFAULT,EN
DEFAULT,DEFAULT,GLOBAL,1000556,ANED NAVARRO - PROMOTIONAL ACCOUNT,USD,PL,1000556elast,1674 TIONIA ROAD,,,NEW SMYRNA BEACH,FL,32168,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000557,THE FLY FISHERS,USD,D,1000557elast,14740 W GREENFIELD AVE.,,,BROOKFIELD,WI,53005,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000565,2D FISHING SAS DBA EL ANZUELO TIENDA DE,USD,PH,1000565elast,TRANSV. 38 #73A43 INTQ,,,MEDELLIN,. ,050032,COLOMBIA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000566,12WT,USD,D,1000566elast,2 COTTON ST.,SUITE 202,,PORTLAND,ME,04101,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000570,UNTUCKED,USD,D,1000570elast,1240 DUCK RD.,#108,,DUCK,NC,27949,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000573,OLD CITY FLY SHOP,USD,D,1000573elast,2730 US HWY 1 SOUTH,STE. A,,ST. AUGUSTINE,FL,32086,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000579,GULF BREEZE BAIT & TACKLE,USD,D,1000579elast,825 GULF BREEZE PKWY,,,GULF BREEZE,FL,32563,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000580,BRIG SURF SHOP,USD,D,1000580elast,2430 SHEPERD CIRCLE WEST,,,NORHFIELD,NJ,08225,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000592,TOMS SINCE 1970,USD,D,1000592elast,1812 A1A S,,,ST. AUGUSTINE,FL,32080,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000439,COMPLEAT ANGLER,USD,D,1000439elast,319 POST RD.,,,DARIEN,CT,06820,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000440,SUMMER SHADES,USD,D,1000440elast,36 MAIN ST.,,,EDGARTOWN,MA,02539,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000451,"WYOMING TROUT GUIDES, LLC",USD,PH,1000451elast,1210 SHERIDAN AVE.,,,CODY,WY,82414,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000478,ISLANDER VIP SAS,USD,D,1000478elast,AVENIDA ATLANTICO 2 76,,,SAN ANDRES,NA,0000,COLOMBIA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000502,MCKEE OUTDOORS,USD,D,1000502elast,5221 US HWY 411 S,,,MARYVILLE,TN,37801,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000503,MARCEAUXS CLOTHING CO,USD,D,1000503elast,918 N LAKE ARTHUR AVE,,,JENNINGS,LA,70546,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000530,WELD INC. DBA SANDBAR RESTAURANT,USD,LP,1000530elast,PO BOX 1478,,,ANNA MARIA,FL,34216,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000531,SANTE MARINE PROPELLER,USD,PH,1000531elast,4417 DETROIT AVE.,,,CLEVELAND,OH,44113,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000535,OPHIUROIDEA,USD,D,1000535elast,110 CHANNEL MARKER WAY,,,GRASONVILLE,MD,21638,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000550,CLEAR H2O TACKLE,USD,D,1000550elast,69037 CHRISTIANA LAKE RD.,,,EDWARDSBURG,MI,49112,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000585,HOFFER SPORT,USD,D,1000585elast,P.O. BOX N-227,,,NASSAU,. ,00000,BAHAMAS,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000591,THE SPORTING GENT,USD,C,1000591elast,2848 SELWYN AVE.,,,CHARLOTTE,NC,28209,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000593,ASHLAND FLY SHOP,USD,LP,1000593elast,399 EAST MAIN ST.,,,ASHLAND,OR,97520,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000594,LONG BEACH SURF SHOP,USD,D,1000594elast,70 W PARK AVE.,,,LONG BEACH,NY,11561,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000596,TROUTHUNTER LLC,USD,D,1000596elast,3327 NORTH HIGHWAY 20,,,ISLAND PARK,ID,83429,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000599,JACK DENNIS SPORTS,USD,D,1000599elast,PO BOX 3369,,,JACKSON,WY,83001,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000606,COWBOY EXCHANGE,USD,D,1000606elast,9615 GAULDING RD.,,,BEAUMONT,TX,77705,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000433,FUTURE OPTICS,USD,D,1000433elast,11333 47TH STREET,,,CLEARWATER,FL,33762,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000444,YELLOWFIN OCEAN SPORTS,USD,D,1000444elast,285 WILDERNESS WAY,,,SANTA ROSA BEACH,FL,32459,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000445,FIRE ISLAND APPAREL,USD,D,1000445elast,2439 LANDINGS CIR.,,,BRANDENTON,FL,34209,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000447,DIABLO PADDLE SPORTS,USD,D,1000447elast,332 MILL RD.,,,MAXWELL,TX,78656,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000452,ROCKY'S WAKULLA,USD,D,1000452elast,3192 COASTAL HWY,,,CRAWFORDVILLE,FL,32327,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000476,RAINBOW SHADES,USD,D,1000476elast,311 3RD STREET NORTH,#903,,JACKSONVILLE BEACH,FL,32250,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000497,SUNGLASS BOUTIQUE,USD,D,1000497elast,8375 INTERNATIONAL DRIVE,STE 10,,ORLANDO,FL,32819,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000498,B&B TACKLE,USD,D,1000498elast,7614 HWY 23,SUITE C,,BELLE CHASE,LA,70037,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000499,FISHIN' WORLD,USD,PH,1000499elast,4402 W. LOVERS LN.,,,DALLAS,TX,75209,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000532,FISHERMEN'S HARDWARE HUNTINGTON BEACH,USD,D,1000532elast,16942 GOTHARD STREET,,,HUNTINGTON BEACH,CA,92647,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000533,COASTAL SUNGLASSES,USD,D,1000533elast,38 WIDEWATER RD.,,,HILTON HEAD,SC,29926,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000541,BENCHMARK OUTFITTERS,USD,PH,1000541elast,9525 KENWOOD RD.,SUITE 24,,CINCINNATI,OH,45242,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000582,MRT LAWN AND GARDEN CENTER,USD,D,1000582elast,2775 EL JOBEAN ROAD,,,PORT CHARLOTTE,FL,33953,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000583,OPTICAL FACTORY,USD,D,1000583elast,800 EAST BAY DRIVE,SUITE G,,LARGO,FL,33770,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000604,TWENTY20 VISION CENTER - EGRET BAY,USD,PH,1000604elast,18333 EGRET BAY BLVD.,STE 101,,HOUSTON,TX,77058,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000605,TWENTY20 VISION CENTER - FRIENDSWOOD,USD,PH,1000605elast,105 E PARKWOOD AVE.,STE 107,,FRIENDSWOOD,TX,77546,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000608,SUCURI PESCA Y AVENTURA,USD,D,1000608elast,AV. MARIO YPIRANGA,1300 - LOJA 14,,MANAUS,. ,69053-002,BRAZIL,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000432,D & R SPORTS CENTER,USD,D,1000432elast,8178 WEST MAIN ST.,,,KALAMAZOO,MI,49009,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000435,FLAMING GORGE RESORT,USD,D,1000435elast,100 E. FLAMING GORGE RESORT,,,DUTCH JOHN,UT,84023,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000436,DISTRIBUIDORA MARITIMA S.A.,USD,D,1000436elast,KM. 19.5 CARR. CA9-SUR PARQUE EMPRESIA,NACIONES UNIDAS BODEGA NO. 8,,VILLA NUEVA,NA,00000,GUATEMALA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000437,7 SOUTH,USD,D,1000437elast,7 SOUTH SECTION ST.,,,FAIRHOPE,AL,36532,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000438,FLY FISH FOOD,USD,D,1000438elast,1927 N 205 W,,,OREM,UT,84057,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000441,BAIT-WRX,USD,D,1000441elast,310 S. INGRA MILL RD.,,,SPRINGFIELD,MO,65802,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000443,OKEECHOBEE VALUE SPECS,USD,D,1000443elast,1611 S. PARROTT AVE.,,,OKEECHOBEE,FL,34974,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000457,WINDFLIGHT SURF SHOP,USD,D,1000457elast,722 ALBEE RD. W.,,,NOKOMIS,FL,34275,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000477,HUK SRQ (T2),USD,D,1000477elast,5 SOUTH BLVD. OF THE PRESIDENTS,,,SARASOTA,FL,34236,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000481,BLACKFLY LODGE USA,USD,PH,1000481elast,4995 NW 82ND TER,,,LAUDERHILL,FL,33351,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000489,NESHANNOCK CREEK FLY SHOP,USD,D,1000489elast,250 MAIN ST.,,,VOLANT,PA,16156,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000490,LINE CUTTERZ FISHING & OUTDOORS,USD,PH,1000490elast,110 S. 17TH ST.,,,WEST COLUMBIA,TX,77486,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000510,CR PRIMO RT SRL,USD,D,1000510elast,OCEAN PLAZA,HERRADURA,,GARABITO PLAYA JACO,. ,61101,COSTA RICA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000515,DANCE'S SPORTING GOODS,USD,D,1000515elast,570 SOUTHPARK BLVD.,,,COLONIAL HEIGHTS,VA,23834,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000516,BANOON SURF SHOP,USD,D,1000516elast,H. DHAKADHAMA,,,MALE' CITY,NA,200006,MALDIVES,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000449,CUSTOM MOTORSPORTS & MARINE LLC,USD,D,1000449elast,PO BOX 759,,,LAKE OZARK,MO,65049,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000450,MELS SPORT SHOP,USD,D,1000450elast,120 LAKE AVE SOUTH,,,SPICER,MN,56288,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000506,LITTLEFIELD'S SPORTING GOODS,USD,PH,1000506elast,55901 E HWY 85A,,,AFTON,OK,74331,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000507,ALONG THE KEEL,USD,D,1000507elast,70 WALNUT RD.,,,NORTH KINGSTOWN,RI,02852,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000508,BEACH HOUSE RESTAURANT,USD,PH,1000508elast,200 GULF DRIVE N,,,BRADENTON BEACH,FL,34217,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000509,TROUT STALKERS,USD,C,1000509elast,PO BOX 627,,,ENNIS,MT,59729,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000517,ACE HARDWARE OF TITUSVILLE,USD,D,1000517elast,3636 S WASHINGTON AVE.,,,TITUSVILLE,FL,32780,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000518,TURNER ACE HARDWARE,USD,D,1000518elast,13164 ATLANTIC AVE.,,,JACKSONVILLE BEACH,FL,32225,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000519,TURNER WORLD GOLF,USD,D,1000519elast,13164 ATLANTIC AVE.,,,JACKSONVILLE,FL,32225,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000520,TAYLORS BUILDING SUPPLY,USD,D,1000520elast,268 HWY 98,,,EASTPOINT,FL,32328,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000526,MEXICO BEACH MARINA & OUTFITTERS,USD,D,1000526elast,3904 HWY 98,,,MEXICO BEACH,FL,32456,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000542,SPORTRX,USD,C,1000542elast,5070 SANTA FE STREET,SUITE C,,SAN DIEGO,CA,92109,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000544,COSTAZUL CLOTHING CO.,USD,D,1000544elast,264 CALLE DE SAN FRANCISCO,,,SAN JUAN,PR,00901,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000545,GALVESTON FISHING COMPANY,USD,D,1000545elast,2509 MARKET ST.,,,GALVESTON,TX,77550,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000546,SHETTLE FAMILY EYE CARE,USD,D,1000546elast,8501 4TH ST. N.,,,ST. PETERSBURG,FL,33702,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000547,BLOCK ISLAND FISHWORKS,USD,C,1000547elast,PO BOX 1373,,,BLOCK ISLAND,RI,02807,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000548,SUNGLASS WORLD OF NW FL - ORLANDO CLOSED,USD,D,1000548elast,2403 JENKS AVE,,,PANAMA CITY,FL,32405,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000559,ELLIS FAMILY EYECARE,USD,PH,1000559elast,691 ROUTE 9 SOUTH,SUITE 4,,LITTLE EGG HARBOR TOWNSHI,NJ,08087,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000560,DURANGLERS FLIES & SUPPLIES,USD,D,1000560elast,923 MAIN AVE.,,,DURANGO,CO,81301,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000614,TW'S OUTDOOR OUTFITTERS,USD,D,1000614elast,2230 S CROATAN,,,NAGS HEAD,NC,27959,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000622,HELMLY BROS ACE HARDWARE,USD,D,1000622elast,650 RAILROAD AVE.,,,ELLOREE,SC,29047,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000641,BINK'S LODGE,USD,D,1000641elast,PO BOX 289,,,FRANKLIN,TN,37065,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000653,LIGHTBOURNE MARINE LTD,USD,D,1000653elast,63 EAST BAY STREET,,,NASSAU,. ,N4894,BAHAMAS,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000704,MERCHANTS CROSSING OPTICAL,USD,LP,1000704elast,1500 PLACIDA RD.,SUITE B2,,ENGLEWOOD,FL,34223,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000721,INSIGHT EYEWEAR,USD,D,1000721elast,800 US HWY 259,,,KILGORE,TX,75662,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000722,TROUT TOWN FLIES,USD,D,1000722elast,PO BOX 31,,,ROSCOE,NY,12776,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000754,HAGAN ACE OF ST. AUGUSTINE,USD,D,1000754elast,1022 BLANDING BLVD,,,ORANGE PARK,FL,32065,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000755,GREEN TOP SPORTING GOODS CORP,USD,D,1000755elast,10150 LAKERIDGE PARKWAY,,,ASHLAND,VA,23005,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000756,LEE FISHER DBA TARPON FISHING OUTFITTERS,USD,D,1000756elast,3922 W. OSBORNE AVE,,,TAMPA,FL,33614,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000757,"ANGLERS DEN, INC",USD,D,1000757elast,5348 S 1900 W #A1,,,ROY,UT,84067,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000758,UNCOMPAHGRE VALLEY ANGLERS LLC/MONTROSE,USD,D,1000758elast,1325 MAYFLY DR,,,MONTROSE,CO,81401,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000760,FINER OPTICS,USD,PH,1000760elast,330 CLEMATIS ST,STE 104 A,,WEST PALM BEACH,FL,33401,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000762,OPTICS EYE CARE,USD,PH,1000762elast,SAN FRANCISO SHOPPING CENTER,201 AVE. DE DIEGO SUITE 40 5J,,SAN JUAN,PR,009275828,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000763,BEACON TIRE INC,USD,D,1000763elast,PO BOX 1197,,,RUSSELLVILLE,AR,72811,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000764,LAY OUTDOORS Y FLY SHOP IC125,USD,D,1000764elast,R BRASILIO ITIBERE 3705,,,CURITIBA PARANA,. ,80240060,BRAZIL,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000765,OPTICA HERNANDEZ,USD,D,1000765elast,20 CALLE BUENA VISTA,,,MOROVIS,PR,00687,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000766,OPTOMETRY WORLD ANASCO,USD,D,1000766elast,ANASCO PLAZA BLDG. B,SUITE 6,,ANASCO,PR,00610,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000767,FLIP FLOP SHOP AT FLAGLER,USD,D,1000767elast,212 MOODY BLVD.,,,FLAGLER BEACH,FL,32136,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000768,HIGH PINES OUTFITTERS LLC,USD,D,1000768elast,2223 BROOKSTONE CENTRE PKWY,SUITE B,,COLUMBUS,GA,31904,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000616,GRETEL BRIGANTI - SAMPLE ACCOUNT RX GB1,USD,E,1000616elast,BAYOLA APT 703 B,CALLE ESTRELLA #1447,,SAN JUAN,PR,00907,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000634,SACKS,USD,PH,1000634elast,5 PERSIMMON CIRCLE,,,HATTISBURG,MS,39402,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000636,MUSKY FOOL FLY FISHING CO.,USD,D,1000636elast,105 E MAIN STREET,,,WAUNAKEE,WI,53597,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000637,EMERALD WATER ANGLER,USD,PH,1000637elast,4502 42ND AVE SW.,SUITE A,,SEATTLE,WA,98116,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000639,AVID ANGLER,USD,D,1000639elast,2101 N. PONCE DE LEON BLVD.,,,ST. AUGUSTINE,FL,32092,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000642,SNYDER OPTICAL,USD,PH,1000642elast,**CARRIER DO NOT LEAVE OUTSIDE**,1808 LONG BEACH BLVD.,,SHIP BOTTOM,NJ,08008,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000643,TILDENS SCUBA CENTER,USD,D,1000643elast,4650 OVERSEAS HWY,,,MARATHON,FL,33050,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000649,THE FLY BOX LLC,USD,D,1000649elast,500 HICKORY TREE RD.,,,BRISTOL,TN,37620,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000650,MOTOR PARTS OF OCALA DBA TITAN ENGINES,USD,D,1000650elast,2120 NW 10TH STREET,,,OCALA,FL,34475,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000651,SALT AND STREAM DBA AVID ANGLER,USD,LP,1000651elast,17171 BOTHELL WAY NE,A272,,SEATTLE,WA,98155,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000661,FLAMINGO CAY LODGE,USD,D,1000661elast,2570 RIVER LANE TERRACE,,,FORT LAUDERDALE,FL,33312,USA,DEFAULT,EN
